UniqueName, UnlocalizedName, LocalizedName, Metadata
sakura:foodset, item.sakura.burger_dish.name, 汉堡肉, 50
sakura:foodset, item.sakura.rice_curry.name, 咖喱饭, 51
sakura:foodset, item.sakura.rice_curry_katsu.name, 猪排咖喱饭, 52
sakura:foodset, item.sakura.rice_curry_burger.name, 汉堡肉咖喱饭, 53
sakura:foodset, item.sakura.rice_curry_cheese.name, 芝士咖喱饭, 54
sakura:foodset, item.sakura.rice_curry_cheese_katsu.name, 芝士猪排咖喱饭, 55
sakura:foodset, item.sakura.rice_curry_cheese_burger.name, 芝士汉堡肉咖喱饭, 56
sakura:foodset, item.sakura.mashed_potato.name, 土豆泥, 57
sakura:foodset, item.sakura.mochi.name, 麻糬, 58
sakura:foodset, item.sakura.mochi_toasted.name, 烤麻糬, 59
sakura:foodset, item.sakura.mochi_sakura.name, 樱饼, 60
sakura:foodset, item.sakura.ohagi.name, 牡丹饼, 61
sakura:foodset, item.sakura.croquette.name, 炸丸子, 62
sakura:foodset, item.sakura.natto.name, 纳豆, 63
sakura:foodset, item.sakura.rice_natto.name, 纳豆饭, 64
sakura:foodset, item.sakura.rice_natto_egg.name, 生鸡蛋纳豆饭, 65
sakura:foodset, item.sakura.nikujaga.name, 土豆炖肉, 66
sakura:foodset, item.sakura.omurice.name, 蛋包饭, 67
sakura:foodset, item.sakura.rice_fried.name, 炒饭, 68
sakura:foodset, item.sakura.hamburger.name, 汉堡包, 69
sakura:foodset, item.sakura.cheese_burger.name, 奶酪汉堡包, 70
sakura:foodset, item.sakura.mabodofu.name, 麻婆豆腐, 71
sakura:foodset, item.sakura.maboqiezi.name, 麻婆茄子, 72
sakura:foodset, item.sakura.chestnut_toasted.name, 烤栗, 73
sakura:foodset, item.sakura.soup_red_bean.name, 红豆汤, 74
sakura:foodset, item.sakura.pound_cake.name, 磅蛋糕, 75
sakura:foodset, item.sakura.osuimono.name, 清汤, 76
sakura:foodset, item.sakura.ochazuke.name, 茶泡饭, 77
sakura:foodset, item.sakura.shrimp.name, 虾, 78
sakura:foodset, item.sakura.tempura.name, 天妇罗, 79
sakura:foodset, item.sakura.fishcake.name, 鱼糕, 80
sakura:foodset, item.sakura.tofu.name, 豆腐, 81
sakura:foodset, item.sakura.tofu_fried.name, 炸豆腐, 82
sakura:foodset, item.sakura.oden.name, 关东煮, 83
sakura:foodset, item.sakura.dananko.name, 豆沙团子, 84
sakura:foodset, item.sakura.danmitarashi.name, 御手洗团子, 85
sakura:foodset, item.sakura.dansansyoku.name, 三色团子, 86
sakura:foodset, item.sakura.eggplant_baked.name, 烤茄子, 87
sakura:foodset, item.sakura.fried_chicken.name, 炸鸡, 88
sakura:foodset, item.sakura.sashimi.name, 生鱼片, 89
sakura:foodset, item.sakura.beef_stick.name, 牛肉串, 90
sakura:foodset, item.sakura.chicken_stick.name, 鸡肉串, 91
sakura:foodset, item.sakura.pork_stick.name, 猪肉串, 92
sakura:foodset, item.sakura.ramen_croquette.name, 可乐饼拉面, 93
sakura:foodset, item.sakura.udon_croquette.name, 可乐饼乌冬, 94
sakura:foodset, item.sakura.soba_croquette.name, 可乐饼荞麦面, 95
sakura:foodset, item.sakura.ramen_chicken.name, 鸡肉拉面, 96
sakura:foodset, item.sakura.udon_chicken.name, 鸡肉乌冬, 97
sakura:foodset, item.sakura.soba_chicken.name, 鸡肉荞麦面, 98
sakura:foodset, item.sakura.tamagoyaki.name, 玉子烧, 99
sakura:foodset, item.sakura.sushi.name, 寿司, 100
sakura:foodset, item.sakura.sushi_tamago.name, 玉子烧寿司, 101
sakura:foodset, item.sakura.ehoumaki.name, 惠方卷, 102
sakura:foodset, item.sakura.pudding.name, 布丁, 103
sakura:foodset, item.sakura.pudding_maple.name, 枫糖布丁, 104
sakura:foodset, item.sakura.rice_redbean.name, 红豆饭, 105
sakura:foodset, item.sakura.fish_bake.name, 烤鱼, 106
sakura:foodset, item.sakura.fries.name, 薯条, 107
sakura:foodset, item.sakura.furofuki_daikon.name, 炊煮大根, 108
sakura:foodset, item.sakura.cabbage_roll.name, 生菜肉卷, 109
sakura:foodset, item.sakura.white_stew.name, 奶油炖汤, 110
sakura:hydra_ramen, item.sakura.hydra_ramen.name, 九头蛇肉拉面, 0
sakura:strawhat, item.sakura.strawhat.name, 草帽, 0
sakura:sakura_diamond, item.sakura.sakura_diamond.name, 樱色钻石, 0
sakura:shinai, item.sakura.shinai.name, 竹刀, 0
sakura:katana, item.sakura.katana.name, 打刀, 0
sakura:sakura_katana, item.sakura.sakura_katana.name, 樱之打刀, 0
sakura:kodachi, item.sakura.kodachi.name, 小太刀, 0
sakura:sakura_kodachi, item.sakura.sakura_kodachi.name, 樱之小太刀, 0
sakura:tachi, item.sakura.tachi.name, 太刀, 0
tofucraft:saltfurnace, tile.tofucraft.saltfurnace.name, 盐炉, 0
tofucraft:tfstorage, tile.tofucraft.tfstorage.name, 豆腐能存储器, 0
tofucraft:blocksaltpan, tile.tofucraft.blocksaltpan.name, 盐场边框, 0
tofucraft:blocktofukinu, tile.tofucraft.blocktofukinu.name, 嫩豆腐块, 0
tofucraft:blocktofumomen, tile.tofucraft.blocktofumomen.name, 豆腐块, 0
tofucraft:blocktofuishi, tile.tofucraft.blocktofuishi.name, 石豆腐块, 0
tofucraft:blocktofumetal, tile.tofucraft.blocktofumetal.name, 钢豆腐块, 0
tofucraft:blocktofuannin, tile.tofucraft.blocktofuannin.name, 杏仁豆腐块, 0
tofucraft:blocktofuegg, tile.tofucraft.blocktofuegg.name, 日本豆腐块, 0
tofucraft:blocktofuhell, tile.tofucraft.blocktofuhell.name, 地狱豆腐块, 0
tofucraft:blocktofudiamond, tile.tofucraft.blocktofudiamond.name, 钻石豆腐块, 0
tofucraft:blocktofugrilled, tile.tofucraft.blocktofugrilled.name, 烤豆腐块, 0
tofucraft:blocktofudried, tile.tofucraft.blocktofudried.name, 冻豆腐块, 0
tofucraft:blocktofuzunda, tile.tofucraft.blocktofuzunda.name, 毛豆泥豆腐块, 0
tofucraft:tofuishi_brick, tile.tofucraft.tofuishi_brick.name, TofuIshi Brick, 0
tofucraft:barrelmiso, tile.tofucraft.barrelmiso.name, 味噌桶, 0
tofucraft:barreldoubanjiang, tile.tofucraft.barreldoubanjiang.name, 豆瓣酱桶, 0
tofucraft:barrelmisotofu, tile.tofucraft.barrelmisotofu.name, 味噌豆腐桶, 0
tofucraft:blockleek, tile.tofucraft.blockleek.name, 葱, 0
tofucraft:yubagrass, tile.tofucraft.yubagrass.name, Yuba Grass, 0
tofucraft:sapling_tofu, tile.tofucraft.sapling_tofu.name, Tofu Sapling, 0
tofucraft:leaves_tofu, tile.tofucraft.leaves_tofu.name, Tofu Leaves, 0
tofucraft:sapling_apricot, tile.tofucraft.sapling_apricot.name, Apricot Sapling, 0
tofucraft:leaves_apricot, tile.tofucraft.leaves_apricot.name, Apricot Leaves, 0
tofucraft:nattobed, tile.tofucraft.nattobed.name, 納豆床, 0
tofucraft:tofucake, tile.tofucraft.tofucake.name, 豆腐蛋糕, 0
tofucraft:tofustair_kinu, tile.tofucraft.tofustair_kinu.name, Kinugoshi Tofu Stairs, 0
tofucraft:tofustair_momen, tile.tofucraft.tofustair_momen.name, Momen Tofu Stairs, 0
tofucraft:tofustair_ishi, tile.tofucraft.tofustair_ishi.name, IshiTofu Stairs, 0
tofucraft:tofustair_metal, tile.tofucraft.tofustair_metal.name, MetalTofu Stairs, 0
tofucraft:tofustair_zunda, tile.tofucraft.tofustair_zunda.name, ZundaTofu Stairs, 0
tofucraft:tofustair_ishibrick, tile.tofucraft.tofustair_ishibrick.name, IshiTofu BrickStairs, 0
tofucraft:tofuslab_kinu, tile.tofucraft.tofuslab_kinu.name, Kinugoshi Tofu Slab, 0
tofucraft:tofuslab_momen, tile.tofucraft.tofuslab_momen.name, Momen Tofu Slab, 0
tofucraft:tofuslab_ishi, tile.tofucraft.tofuslab_ishi.name, Solid Tofu Slab, 0
tofucraft:tofuslab_metal, tile.tofucraft.tofuslab_metal.name, Metal Tofu Slab, 0
tofucraft:tofuslab_zunda, tile.tofucraft.tofuslab_zunda.name, Zunda Tofu Slab, 0
tofucraft:tofuslab_ishibrick, tile.tofucraft.tofuslab_ishibrick.name, IshiTofu Brick Slab, 0
tofucraft:tofuladder_kinu, tile.tofucraft.tofuladder_kinu.name, TofuKinu Ladder, 0
tofucraft:tofuladder_momen, tile.tofucraft.tofuladder_momen.name, TofuMomen Ladder, 0
tofucraft:tofuladder_ishi, tile.tofucraft.tofuladder_ishi.name, TofuIshi Ladder, 0
tofucraft:tofuladder_metal, tile.tofucraft.tofuladder_metal.name, TofuMetal Ladder, 0
tofucraft:tofuladder_zunda, tile.tofucraft.tofuladder_zunda.name, TofuZunda Ladder, 0
tofucraft:tofuladder_ishibrick, tile.tofucraft.tofuladder_ishibrick.name, TofuIshiBrick Ladder, 0
tofucraft:tofutorch_kinu, tile.tofucraft.tofutorch_kinu.name, TofuKinu Torch, 0
tofucraft:tofutorch_momen, tile.tofucraft.tofutorch_momen.name, TofuMomen Torch, 0
tofucraft:tofutorch_ishi, tile.tofucraft.tofutorch_ishi.name, TofuIshi Torch, 0
tofucraft:tofutorch_metal, tile.tofucraft.tofutorch_metal.name, TofuMetal Torch, 0
tofucraft:tofutorch_zunda, tile.tofucraft.tofutorch_zunda.name, TofuZunda Torch, 0
tofucraft:tofuchest, tile.tofucraft.tofuchest.name, TofuChest, 0
tofucraft:tofubedrock, tile.tofucraft.tofubedrock.name, Tofu BedRock, 0
tofucraft:ore_tofudiamond, tile.tofucraft.ore_tofudiamond.name, Tofu Diamond Ore, 0
tofucraft:blockoretofu, tile.tofucraft.blockoretofu.name, 豆腐矿石, 0
tofucraft:yuba_noren, tile.tofucraft.yuba_noren.name, Yuba Noren, 0
tofucraft:material, item.tofucraft.salt.name, 盐, 0
tofucraft:material, item.tofucraft.kouji.name, 豆曲, 1
tofucraft:material, item.tofucraft.miso.name, 味噌, 2
tofucraft:material, item.tofucraft.edamame.name, 毛豆, 3
tofucraft:material, item.tofucraft.zunda.name, 毛豆泥, 4
tofucraft:material, item.tofucraft.barrelempty.name, 木桶, 5
tofucraft:material, item.tofucraft.soybeansparched.name, 炒豆子, 6
tofucraft:material, item.tofucraft.kinako.name, 大豆粉, 7
tofucraft:material, item.tofucraft.natto.name, 纳豆, 8
tofucraft:material, item.tofucraft.apricotseed.name, 杏仁, 9
tofucraft:material, item.tofucraft.filtercloth.name, 滤布, 10
tofucraft:material, item.tofucraft.okara.name, 豆渣, 11
tofucraft:material, item.tofucraft.mincedpotato.name, 碎土豆, 12
tofucraft:material, item.tofucraft.starchraw.name, 生淀粉, 13
tofucraft:material, item.tofucraft.starch.name, 淀粉, 14
tofucraft:material, item.tofucraft.kyoninso.name, 杏仁粉, 15
tofucraft:material, item.tofucraft.leek.name, 葱, 16
tofucraft:material, item.tofucraft.zundama.name, 毛豆泥球, 17
tofucraft:material, item.tofucraft.tofugem.name, 豆腐宝石, 18
tofucraft:material, item.tofucraft.tofudiamondnugget.name, 钻石豆腐粒, 19
tofucraft:material, item.tofucraft.tofuhamburgraw.name, 未煮熟的豆腐汉堡肉, 20
tofucraft:material, item.tofucraft.tfcapacitor.name, 豆腐能电容, 21
tofucraft:material, item.tofucraft.tfcircuit.name, 豆腐能电路板, 22
tofucraft:material, item.tofucraft.tfcoil.name, 豆腐能线圈, 23
tofucraft:material, item.tofucraft.tfoscillator.name, 豆腐能振荡器, 24
tofucraft:material, item.tofucraft.advtofugem.name, 強化豆腐宝石, 25
tofucraft:material, item.tofucraft.activatedtofugem.name, 充能的豆腐宝石, 26
tofucraft:material, item.tofucraft.activatedhelltofu.name, 充能的地狱豆腐, 27
tofucraft:material, item.tofucraft.tofusomen.name, 豆腐拉面, 28
tofucraft:material, item.tofucraft.glassbowl.name, 玻璃碗, 29
tofucraft:material, item.tofucraft.lemon.name, 柠檬, 30
tofucraft:material, item.tofucraft.chill.name, 红辣椒, 31
tofucraft:material, item.tofucraft.yuba.name, 腐竹, 32
tofucraft:tofuradar, item.tofucraft.tofuradar.name, 豆腐史莱姆雷达, 0
tofucraft:rollingpin, item.tofucraft.rollingpin.name, 擀面棒, 0
tofucraft:koujibase, item.tofucraft.koujibase.name, 豆曲之种, 0
tofucraft:tofu_food, item.tofucraft.tofukinu.name, 嫩豆腐, 0
tofucraft:tofu_food, item.tofucraft.tofumomen.name, 豆腐, 1
tofucraft:tofu_food, item.tofucraft.tofuishi.name, 石豆腐, 2
tofucraft:tofu_food, item.tofucraft.tofugrilled.name, 烤豆腐, 3
tofucraft:tofu_food, item.tofucraft.tofufriedpouch.name, 炸豆腐, 4
tofucraft:tofu_food, item.tofucraft.tofufried.name, 炸油豆腐, 5
tofucraft:tofu_food, item.tofucraft.tofuegg.name, 日本豆腐, 6
tofucraft:tofu_food, item.tofucraft.tofuannin.name, 杏仁豆腐, 7
tofucraft:tofu_food, item.tofucraft.tofusesame.name, 芝麻豆腐, 8
tofucraft:tofu_food, item.tofucraft.tofuzunda.name, 毛豆泥豆腐, 9
tofucraft:tofu_food, item.tofucraft.tofustrawberry.name, 草莓豆腐, 10
tofucraft:tofu_food, item.tofucraft.tofumiso.name, 味噌豆腐, 11
tofucraft:tofuhell, item.tofucraft.tofuhell.name, 地狱豆腐, 0
tofucraft:tofu_material, item.tofucraft.tofumetal.name, 钢豆腐, 0
tofucraft:tofu_material, item.tofucraft.tofudiamond.name, 钻石豆腐, 1
tofucraft:tofu_material, item.tofucraft.tofudried.name, 冻豆腐, 2
tofucraft:foodset, item.tofucraft.tofuchikuwa.name, 豆腐竹轮, 0
tofucraft:foodset, item.tofucraft.oage.name, 炸豆腐片, 1
tofucraft:foodset, item.tofucraft.onigiri.name, 饭团, 2
tofucraft:foodset, item.tofucraft.onigirisalt.name, 盐渍饭团, 3
tofucraft:foodset, item.tofucraft.yakionigirimiso.name, 烤味噌饭团, 4
tofucraft:foodset, item.tofucraft.yakionigirishoyu.name, 烤酱油饭团, 5
tofucraft:foodset, item.tofucraft.sprouts.name, 豆芽, 6
tofucraft:foodset, item.tofucraft.ricetofu.name, 豆腐丼, 7
tofucraft:foodset, item.tofucraft.tofuhamburg.name, 豆腐汉堡肉, 8
tofucraft:foodset, item.tofucraft.tofucookie.name, 豆腐曲奇, 9
tofucraft:foodset, item.tofucraft.inari.name, 稻荷, 10
tofucraft:foodset, item.tofucraft.tofufishraw.name, 豆腐鱼, 11
tofucraft:foodset, item.tofucraft.tofufishcooked.name, 熟豆腐鱼, 12
tofucraft:foodset, item.tofucraft.kinakomochi.name, 大豆饼, 13
tofucraft:foodset, item.tofucraft.kinakomanju.name, 大豆馒头, 14
tofucraft:foodset, item.tofucraft.chikuwa.name, 竹轮, 15
tofucraft:foodset, item.tofucraft.tofusteak.name, 豆腐牛排, 16
tofucraft:foodset, item.tofucraft.tofuhamburgt.name, 汉堡肉天妇罗, 17
tofucraft:foodset, item.tofucraft.tofuhamburgta.name, 酱汁汉堡肉天妇罗, 18
tofucraft:foodset, item.tofucraft.tofuminced.name, 碎豆腐, 19
tofucraft:foodset, item.tofucraft.ricesoborotofu.name, 碎豆腐丼, 20
tofucraft:foodset, item.tofucraft.okarastick.name, 豆渣棒, 21
tofucraft:foodset, item.tofucraft.edamameboiled.name, 熟毛豆, 22
tofucraft:foodset, item.tofucraft.saltymelon.name, 盐西瓜, 23
tofucraft:foodset, item.tofucraft.chillstick.name, 辣条, 24
tofucraft:foodset, item.tofucraft.tttburger.name, 豆腐汉堡, 25
tofucraft:foodset, item.tofucraft.fukumeni.name, 水煮冻豆腐, 26
tofucraft:foodset, item.tofucraft.meatwrapped_yuba.name, Meat Wrapped Yuba, 27
tofucraft:zundamochi, item.tofucraft.zundamochi.name, 毛豆泥饼, 0
tofucraft:tsuyubowl_glass, item.tofucraft.tsuyubowl_glass.name, 豆腐拉面汤汁, 0
tofucraft:foodsetcontain, item.tofucraft.mabodofu.name, 麻婆豆腐, 0
tofucraft:foodsetcontain, item.tofucraft.moyashiitame.name, 炒豆芽, 1
tofucraft:foodsetcontain, item.tofucraft.moyashiohitashi.name, 煮豆芽, 2
tofucraft:foodsetcontain, item.tofucraft.hiyayakko_glass.name, 凉拌豆腐, 3
tofucraft:foodsetcontain, item.tofucraft.nattohiyayakko_glass.name, 凉拌纳豆, 4
tofucraft:foodsetcontain, item.tofucraft.tofusomenbowl_glass.name, 豆腐拉面, 5
tofucraft:foodsetcontain, item.tofucraft.tastystew.name, 美味的炖锅, 6
tofucraft:foodsetcontain, item.tofucraft.tastybeefstew.name, 美味的牛肉炖锅, 7
tofucraft:foodsetcontain, item.tofucraft.yudofu.name, 豆腐汤, 8
tofucraft:foodsetcontain, item.tofucraft.misosoup.name, 味噌汤, 9
tofucraft:foodsetcontain, item.tofucraft.misodengaku.name, 酱烤豆腐串, 10
tofucraft:foodsetcontain, item.tofucraft.nikujaga.name, 土豆炖肉, 11
tofucraft:foodsetcontain, item.tofucraft.agedashitofu.name, 高汤炸豆腐, 12
tofucraft:foodsetcontain, item.tofucraft.koyadofustew.name, 炖冻豆腐, 13
tofucraft:foodsetcontain, item.tofucraft.apricot.name, 杏, 14
tofucraft:foodsetcontain, item.tofucraft.soborotofusaute.name, 煎碎豆腐, 15
tofucraft:foodsetcontain, item.tofucraft.hiyayakko.name, 凉拌豆腐, 16
tofucraft:foodsetcontain, item.tofucraft.goheimochi.name, 五平饼, 17
tofucraft:foodsetcontain, item.tofucraft.nanbantofu.name, 南蛮豆腐, 18
tofucraft:foodsetcontain, item.tofucraft.nanban.name, 南蛮鸡, 19
tofucraft:nigari, item.tofucraft.nigari.name, 盐卤, 0
tofucraft:seeds_soybeans, item.tofucraft.seeds_soybeans.name, 大豆, 0
tofucraft:seeds_soybeans_hell, item.tofucraft.seeds_soybeans_hell.name, item.tofucraft.seeds_soybeans_hell.name, 0
tofucraft:fukumame, item.tofucraft.fukumame.name, 福豆, 0
tofucraft:rice, item.tofucraft.rice.name, Rice, 0
tofucraft:seeds_rice, item.tofucraft.seeds_rice.name, Rice Seeds, 0
tofucraft:defattingpotion, item.tofucraft.defattingpotion.name, 脱脂药水, 0
tofucraft:bottlesoysause, item.tofucraft.bottlesoysause.name, 醤油瓶, 0
tofucraft:dashi, item.tofucraft.dashi.name, 高汤, 0
tofucraft:soyoil, item.tofucraft.soyoil.name, 大豆油, 0
tofucraft:doubanjiang, item.tofucraft.doubanjiang.name, 豆瓣酱, 0
tofucraft:mayonnaise, item.tofucraft.mayonnaise.name, 蛋黄酱, 0
tofucraft:apricotjerry, item.tofucraft.apricotjerry.name, ApricotJerry Bottle, 0
tofucraft:apricotjerry_bread, item.tofucraft.apricotjerry_bread.name, ApricotJerry Bread, 0
tofucraft:annin_apple, item.tofucraft.annin_apple.name, Annin Apple, 0
tofucraft:soymilk_drink, item.tofucraft.soymilk.name, 豆奶, 0
tofucraft:soymilk_drink, item.tofucraft.soymilk_annin.name, 杏仁豆奶, 1
tofucraft:soymilk_drink, item.tofucraft.soymilk_apple.name, 苹果豆奶, 2
tofucraft:soymilk_drink, item.tofucraft.soymilk_cocoa.name, 可可豆奶, 3
tofucraft:soymilk_drink, item.tofucraft.soymilk_kinako.name, 原味豆奶, 4
tofucraft:soymilk_drink, item.tofucraft.soymilk_pudding.name, 布丁豆奶, 5
tofucraft:soymilk_drink, item.tofucraft.soymilk_pumpkin.name, 南瓜豆奶, 6
tofucraft:soymilk_drink, item.tofucraft.soymilk_sakura.name, 樱花豆奶, 7
tofucraft:soymilk_drink, item.tofucraft.soymilk_strawberry.name, 草莓豆奶, 8
tofucraft:soymilk_drink, item.tofucraft.soymilk_tea.name, Soy Milk Tea, 9
tofucraft:soymilk_drink, item.tofucraft.soymilk_zunda.name, 毛豆泥豆奶, 10
tofucraft:soymilk_ramune, item.tofucraft.soymilk_ramune.name, 弹珠汽水豆奶, 0
tofucraft:tofustick, item.tofucraft.tofustick.name, 豆腐魔杖, 0
tofucraft:swordkinu, item.tofucraft.swordkinu.name, 嫩豆腐剑, 0
tofucraft:swordmomen, item.tofucraft.swordmomen.name, 豆腐剑, 0
tofucraft:swordsolid, item.tofucraft.swordsolid.name, 石豆腐剑, 0
tofucraft:swordmetal, item.tofucraft.swordmetal.name, 钢豆腐剑, 0
tofucraft:sworddiamond, item.tofucraft.sworddiamond.name, 钻石豆腐剑, 0
tofucraft:zundaruby, item.tofucraft.zundaruby.name, Zunda Ruby, 0
tofucraft:toolkinupickaxe, item.tofucraft.toolkinupickaxe.name, 嫩豆腐镐, 0
tofucraft:toolmomenpickaxe, item.tofucraft.toolmomenpickaxe.name, 豆腐镐, 0
tofucraft:toolsolidpickaxe, item.tofucraft.toolsolidpickaxe.name, 石豆腐镐, 0
tofucraft:toolmetalpickaxe, item.tofucraft.toolmetalpickaxe.name, 钢豆腐镐, 0
tofucraft:tooldiamondpickaxe, item.tofucraft.tooldiamondpickaxe.name, 钻石豆腐镐, 0
tofucraft:toolkinushovel, item.tofucraft.toolkinushovel.name, 嫩豆腐锹, 0
tofucraft:toolmomenshovel, item.tofucraft.toolmomenshovel.name, 豆腐锹, 0
tofucraft:toolsolidshovel, item.tofucraft.toolsolidshovel.name, 石豆腐锹, 0
tofucraft:toolmetalshovel, item.tofucraft.toolmetalshovel.name, 钢豆腐锹, 0
tofucraft:tooldiamondshovel, item.tofucraft.tooldiamondshovel.name, 钻石豆腐锹, 0
tofucraft:toolkinuaxe, item.tofucraft.toolkinuaxe.name, 嫩豆腐斧, 0
tofucraft:toolmomenaxe, item.tofucraft.toolmomenaxe.name, 豆腐斧, 0
tofucraft:toolsolidaxe, item.tofucraft.toolsolidaxe.name, 石豆腐斧, 0
tofucraft:toolmetalaxe, item.tofucraft.toolmetalaxe.name, 钢豆腐斧, 0
tofucraft:tooldiamondaxe, item.tofucraft.tooldiamondaxe.name, 钻石豆腐斧, 0
tofucraft:armorkinuhelmet, item.tofucraft.armorkinuhelmet.name, 嫩豆腐头盔, 0
tofucraft:armorkinuchestplate, item.tofucraft.armorkinuchestplate.name, 嫩豆腐胸甲, 0
tofucraft:armorkinuleggins, item.tofucraft.armorkinuleggins.name, Kinu Tofu Leggings, 0
tofucraft:armorkinuboots, item.tofucraft.armorkinuboots.name, 嫩豆腐靴子, 0
tofucraft:armormomenhelmet, item.tofucraft.armormomenhelmet.name, 豆腐头盔, 0
tofucraft:armormomenchestplate, item.tofucraft.armormomenchestplate.name, 豆腐胸甲, 0
tofucraft:armormomenleggins, item.tofucraft.armormomenleggins.name, Momen Tofu Leggings, 0
tofucraft:armormomenboots, item.tofucraft.armormomenboots.name, 豆腐靴子, 0
tofucraft:armorsolidhelmet, item.tofucraft.armorsolidhelmet.name, 石豆腐头盔, 0
tofucraft:armorsolidchestplate, item.tofucraft.armorsolidchestplate.name, 石豆腐胸甲, 0
tofucraft:armorsolidleggins, item.tofucraft.armorsolidleggins.name, Solid Tofu Leggings, 0
tofucraft:armorsolidboots, item.tofucraft.armorsolidboots.name, 石豆腐靴子, 0
tofucraft:armormetalhelmet, item.tofucraft.armormetalhelmet.name, 钢豆腐头盔, 0
tofucraft:armormetalchestplate, item.tofucraft.armormetalchestplate.name, 钢豆腐胸甲, 0
tofucraft:armormetalleggins, item.tofucraft.armormetalleggins.name, Metal Tofu Leggings, 0
tofucraft:armormetalboots, item.tofucraft.armormetalboots.name, 钢豆腐靴子, 0
tofucraft:armordiamondhelmet, item.tofucraft.armordiamondhelmet.name, 钻石豆腐头盔, 0
tofucraft:armordiamondchestplate, item.tofucraft.armordiamondchestplate.name, 钻石豆腐胸甲, 0
tofucraft:armordiamondleggins, item.tofucraft.armordiamondleggins.name, Diamond Tofu Leggings, 0
tofucraft:armordiamondboots, item.tofucraft.armordiamondboots.name, 钻石豆腐靴子, 0
tofucraft:zundabow, item.tofucraft.zundabow.name, 毛豆泥弓, 0
tofucraft:zundaarrow, item.tofucraft.zundaarrow.name, 毛豆泥箭, 0
tofucraft:tofudoor_kinu, item.tofucraft.tofudoor_kinu.name, KinuTofu Door, 0
tofucraft:tofudoor_momen, item.tofucraft.tofudoor_momen.name, MomenTofu Door, 0
tofucraft:tofudoor_ishi, item.tofucraft.tofudoor_ishi.name, IshiTofu Door, 0
tofucraft:tofudoor_metal, item.tofucraft.tofudoor_metal.name, MetalTofu Door, 0
hgp:hgppane, tile.thinGlass.0.name, Horizontal 玻璃板, 0
hgp:hgppane, tile.thinGlass.1.name, Horizontal 铁栅栏, 1
hgp:hgpcoloredpane, tile.thinGlass.0.name, Horizontal 白色染色玻璃板, 0
hgp:hgpcoloredpane, tile.thinGlass.1.name, Horizontal 橙色染色玻璃板, 1
hgp:hgpcoloredpane, tile.thinGlass.2.name, Horizontal 品红色染色玻璃板, 2
hgp:hgpcoloredpane, tile.thinGlass.3.name, Horizontal 淡蓝色染色玻璃板, 3
hgp:hgpcoloredpane, tile.thinGlass.4.name, Horizontal 黄色染色玻璃板, 4
hgp:hgpcoloredpane, tile.thinGlass.5.name, Horizontal 黄绿色染色玻璃板, 5
hgp:hgpcoloredpane, tile.thinGlass.6.name, Horizontal 粉红色染色玻璃板, 6
hgp:hgpcoloredpane, tile.thinGlass.7.name, Horizontal 灰色染色玻璃板, 7
hgp:hgpcoloredpane, tile.thinGlass.8.name, Horizontal 淡灰色染色玻璃板, 8
hgp:hgpcoloredpane, tile.thinGlass.9.name, Horizontal 青色染色玻璃板, 9
hgp:hgpcoloredpane, tile.thinGlass.10.name, Horizontal 紫色染色玻璃板, 10
hgp:hgpcoloredpane, tile.thinGlass.11.name, Horizontal 蓝色染色玻璃板, 11
hgp:hgpcoloredpane, tile.thinGlass.12.name, Horizontal 棕色染色玻璃板, 12
hgp:hgpcoloredpane, tile.thinGlass.13.name, Horizontal 绿色染色玻璃板, 13
hgp:hgpcoloredpane, tile.thinGlass.14.name, Horizontal 红色染色玻璃板, 14
hgp:hgpcoloredpane, tile.thinGlass.15.name, Horizontal 黑色染色玻璃板, 15
wopper:wopper, tile.wopper.wopper.name, 木漏斗, 0
malisisdoors:wood_sliding_door, item.wood_sliding_door.name, 木框玻璃门, 0
malisisdoors:iron_sliding_door, item.iron_sliding_door.name, 铁框玻璃门, 0
malisisdoors:jail_door, item.jail_door.name, 监狱门, 0
malisisdoors:laboratory_door, item.laboratory_door.name, 实验室门, 0
malisisdoors:factory_door, item.factory_door.name, 工厂门, 0
malisisdoors:shoji_door, item.shoji_door.name, 障子门, 0
malisisdoors:curtain_white, item.curtain_white.name, 白色窗帘, 0
malisisdoors:curtain_orange, item.curtain_orange.name, 橙色窗帘, 0
malisisdoors:curtain_magenta, item.curtain_magenta.name, 品红色窗帘, 0
malisisdoors:curtain_light_blue, item.curtain_light_blue.name, 淡蓝色窗帘, 0
malisisdoors:curtain_yellow, item.curtain_yellow.name, 黄色窗帘, 0
malisisdoors:curtain_lime, item.curtain_lime.name, 黄绿色窗帘, 0
malisisdoors:curtain_pink, item.curtain_pink.name, 粉红色窗帘, 0
malisisdoors:curtain_gray, item.curtain_gray.name, 灰色窗帘, 0
malisisdoors:curtain_silver, item.curtain_silver.name, 淡灰色窗帘, 0
malisisdoors:curtain_cyan, item.curtain_cyan.name, 青色窗帘, 0
malisisdoors:curtain_purple, item.curtain_purple.name, 紫色窗帘, 0
malisisdoors:curtain_blue, item.curtain_blue.name, 蓝色窗帘, 0
malisisdoors:curtain_brown, item.curtain_brown.name, 棕色窗帘, 0
malisisdoors:curtain_green, item.curtain_green.name, 绿色窗帘, 0
malisisdoors:curtain_red, item.curtain_red.name, 红色窗帘, 0
malisisdoors:curtain_black, item.curtain_black.name, 黑色窗帘, 0
malisisdoors:saloon, item.saloon.name, 酒吧门, 0
